id,area,currentSource,label,disposition,expectedOutcome,availability,evidence,notes
"src/ui/workspace/ToolStrip.tsx:80:7","workspace","src/ui/workspace/ToolStrip.tsx:80","Open design library","verified-behaviour","Open the design library.","{""disabledWhen"":null,""enclosingConditions"":[]}","src/ui/workspace/ToolStrip.test.tsx: ToolStrip opens the design library from the tool strip [Rendered control and real application state were exercised with disposable test state.]","Rendered control and real application state were exercised with disposable test state."
"src/ui/workspace/ToolStrip.tsx:90:7","workspace","src/ui/workspace/ToolStrip.tsx:90","Open Design Studio","verified-behaviour","Open a resumable Design Studio session.","{""disabledWhen"":null,""enclosingConditions"":[]}","src/ui/workspace/WorkspaceButtons.audit.test.tsx: drawing palette individual outcomes Open Design Studio creates a resumable session [Rendered control and real application state were exercised with disposable test state.]
src/ui/workspace/WorkspaceButtons.audit.test.tsx: drawing palette individual outcomes Open Design Studio creates a resumable session [Rendered control and real application state were exercised with disposable test state.]","Rendered control and real application state were exercised with disposable test state."
"src/ui/workspace/ToolStrip.tsx:144:7","workspace","src/ui/workspace/ToolStrip.tsx:144","Smooth","verified-behaviour","Align selected incoming/outgoing handles with opposite directions and preserve undo.","{""disabledWhen"":null,""enclosingConditions"":[]}","src/ui/workspace/WorkspaceButtons.audit.test.tsx: drawing palette individual outcomes Smooth updates the selected handles with undoable geometry [Rendered control and real application state were exercised with disposable test state.]
src/ui/workspace/WorkspaceButtons.audit.test.tsx: drawing palette individual outcomes Smooth updates the selected handles with undoable geometry [Rendered control and real application state were exercised with disposable test state.]","Rendered control and real application state were exercised with disposable test state."
"src/ui/workspace/ToolStrip.tsx:149:7","workspace","src/ui/workspace/ToolStrip.tsx:149","Corner","verified-behaviour","Align selected handles to their adjoining chords and preserve undo.","{""disabledWhen"":null,""enclosingConditions"":[]}","src/ui/workspace/WorkspaceButtons.audit.test.tsx: drawing palette individual outcomes Corner updates the selected handles with undoable geometry [Rendered control and real application state were exercised with disposable test state.]
src/ui/workspace/WorkspaceButtons.audit.test.tsx: drawing palette individual outcomes Corner updates the selected handles with undoable geometry [Rendered control and real application state were exercised with disposable test state.]","Rendered control and real application state were exercised with disposable test state."
"src/ui/workspace/ToolStrip.tsx:150:7","workspace","src/ui/workspace/ToolStrip.tsx:150","Curve","verified-behaviour","Convert the outgoing segment to cubic/line; already-matching types are disabled after reselecting the node.","{""disabledWhen"":""outgoing === undefined || outgoing.kind === 'cubic'"",""enclosingConditions"":[]}","src/ui/workspace/WorkspaceButtons.audit.test.tsx: drawing palette individual outcomes Curve and Line convert the outgoing segment and explain their unavailable states [Rendered control and real application state were exercised with disposable test state.]
src/ui/workspace/WorkspaceButtons.audit.test.tsx: drawing palette individual outcomes Curve and Line convert the outgoing segment and explain their unavailable states [Rendered control and real application state were exercised with disposable test state.]","Rendered control and real application state were exercised with disposable test state."
"src/ui/workspace/ToolStrip.tsx:156:7","workspace","src/ui/workspace/ToolStrip.tsx:156","Line","verified-behaviour","Convert the outgoing segment to cubic/line; already-matching types are disabled after reselecting the node.","{""disabledWhen"":""outgoing === undefined || outgoing.kind === 'line'"",""enclosingConditions"":[]}","src/ui/workspace/WorkspaceButtons.audit.test.tsx: drawing palette individual outcomes Curve and Line convert the outgoing segment and explain their unavailable states [Rendered control and real application state were exercised with disposable test state.]
src/ui/workspace/WorkspaceButtons.audit.test.tsx: drawing palette individual outcomes Curve and Line convert the outgoing segment and explain their unavailable states [Rendered control and real application state were exercised with disposable test state.]","Rendered control and real application state were exercised with disposable test state."
"src/ui/workspace/ToolStrip.tsx:162:7","workspace","src/ui/workspace/ToolStrip.tsx:162","Start","verified-behaviour","Reorder a closed path to the selected start node or break it open there, with undo and correct availability.","{""disabledWhen"":""!curve.closed || selected.pointIndex === 0"",""enclosingConditions"":[]}","src/ui/workspace/WorkspaceButtons.audit.test.tsx: drawing palette individual outcomes Start reorders a closed path and Break opens it at the selected node [Rendered control and real application state were exercised with disposable test state.]
src/ui/workspace/WorkspaceButtons.audit.test.tsx: drawing palette individual outcomes Start reorders a closed path and Break opens it at the selected node [Rendered control and real application state were exercised with disposable test state.]","Rendered control and real application state were exercised with disposable test state."
"src/ui/workspace/ToolStrip.tsx:168:7","workspace","src/ui/workspace/ToolStrip.tsx:168","Break","verified-behaviour","Reorder a closed path to the selected start node or break it open there, with undo and correct availability.","{""disabledWhen"":""!curve.closed"",""enclosingConditions"":[]}","src/ui/workspace/WorkspaceButtons.audit.test.tsx: drawing palette individual outcomes Start reorders a closed path and Break opens it at the selected node [Rendered control and real application state were exercised with disposable test state.]
src/ui/workspace/WorkspaceButtons.audit.test.tsx: drawing palette individual outcomes Start reorders a closed path and Break opens it at the selected node [Rendered control and real application state were exercised with disposable test state.]","Rendered control and real application state were exercised with disposable test state."
"src/ui/workspace/ToolStrip.tsx:174:7","workspace","src/ui/workspace/ToolStrip.tsx:174","Join","verified-behaviour","Close the selected open curve endpoints with undo and return focus to Edit nodes; unsupported interior selections retain geometry and receive a warning.","{""disabledWhen"":""!canJoin"",""enclosingConditions"":[]}","src/ui/workspace/ToolStrip.test.tsx: ToolStrip keeps Join available for two anchors and returns focus to Edit nodes after success [Rendered control and real application state were exercised with disposable test state.]
src/ui/workspace/ToolStrip.test.tsx: ToolStrip does not turn unsupported interior anchors into a narrower disabled-state guard [Rendered control and real application state were exercised with disposable test state.]
src/ui/workspace/ToolStrip.test.tsx: ToolStrip keeps Join available for two anchors and returns focus to Edit nodes after success [Rendered control and real application state were exercised with disposable test state.]
src/ui/workspace/ToolStrip.test.tsx: ToolStrip does not turn unsupported interior anchors into a narrower disabled-state guard [Rendered control and real application state were exercised with disposable test state.]","Rendered control and real application state were exercised with disposable test state."
"src/ui/workspace/ToolStrip.tsx:194:5","workspace","src/ui/workspace/ToolStrip.tsx:194","props.label","verified-behaviour","Shared node-action button dispatches real undoable geometry operations.","{""disabledWhen"":""props.disabled"",""enclosingConditions"":[]}","src/ui/workspace/WorkspaceButtons.audit.test.tsx: drawing palette individual outcomes Curve and Line convert the outgoing segment and explain their unavailable states [Rendered control and real application state were exercised with disposable test state.]
src/ui/workspace/WorkspaceButtons.audit.test.tsx: drawing palette individual outcomes Start reorders a closed path and Break opens it at the selected node [Rendered control and real application state were exercised with disposable test state.]
src/ui/workspace/WorkspaceButtons.audit.test.tsx: drawing palette individual outcomes Smooth updates the selected handles with undoable geometry [Rendered control and real application state were exercised with disposable test state.]
src/ui/workspace/WorkspaceButtons.audit.test.tsx: drawing palette individual outcomes Curve and Line convert the outgoing segment and explain their unavailable states [Rendered control and real application state were exercised with disposable test state.]
src/ui/workspace/WorkspaceButtons.audit.test.tsx: drawing palette individual outcomes Start reorders a closed path and Break opens it at the selected node [Rendered control and real application state were exercised with disposable test state.]
src/ui/workspace/WorkspaceButtons.audit.test.tsx: drawing palette individual outcomes Smooth updates the selected handles with undoable geometry [Rendered control and real application state were exercised with disposable test state.]","Rendered control and real application state were exercised with disposable test state."
"src/ui/workspace/WorkspaceCanvasLayers.tsx:41:7","workspace","src/ui/workspace/WorkspaceCanvasLayers.tsx:41","`${APP_DISPLAY_NAME} workspace`","not-action-control","Canvas gesture surface, not a button; drawing gestures are outside this control inventory.","{""disabledWhen"":null,""enclosingConditions"":[]}","","Inventory scanner includes semantic/gesture surfaces; source reviewed to avoid counting them as passed buttons."
"src/ui/workspace/overlays.tsx:46:7","workspace","src/ui/workspace/overlays.tsx:46","Toggle snapping","verified-behaviour","Toggle snapping in workspace preferences.","{""disabledWhen"":null,""enclosingConditions"":[]}","src/ui/workspace/overlays.test.tsx: ZoomControls snap toggle toggles workspace snapping from the canvas overlay [Rendered control and real application state were exercised with disposable test state.]","Rendered control and real application state were exercised with disposable test state."
"src/ui/workspace/overlays.tsx:57:7","workspace","src/ui/workspace/overlays.tsx:57","Zoom out","verified-behaviour","Zoom in/out or reset to bed view without editing the project; percentage supports keyboard activation.","{""disabledWhen"":null,""enclosingConditions"":[]}","src/ui/workspace/WorkspaceButtons.audit.test.tsx: viewport and preview individual outcomes Zoom in/out and both fit-to-bed entry points change only the view [Rendered control and real application state were exercised with disposable test state.]
src/ui/workspace/WorkspaceButtons.audit.test.tsx: viewport and preview individual outcomes Zoom in/out and both fit-to-bed entry points change only the view [Rendered control and real application state were exercised with disposable test state.]","Rendered control and real application state were exercised with disposable test state."
"src/ui/workspace/overlays.tsx:66:7","workspace","src/ui/workspace/overlays.tsx:66","{percent} %","verified-behaviour","Zoom in/out or reset to bed view without editing the project; percentage supports keyboard activation.","{""disabledWhen"":null,""enclosingConditions"":[]}","src/ui/workspace/WorkspaceButtons.audit.test.tsx: viewport and preview individual outcomes Zoom in/out and both fit-to-bed entry points change only the view [Rendered control and real application state were exercised with disposable test state.]
src/ui/workspace/WorkspaceButtons.audit.test.tsx: viewport and preview individual outcomes Zoom in/out and both fit-to-bed entry points change only the view [Rendered control and real application state were exercised with disposable test state.]","Rendered control and real application state were exercised with disposable test state."
"src/ui/workspace/overlays.tsx:81:7","workspace","src/ui/workspace/overlays.tsx:81","Zoom in","verified-behaviour","Zoom in/out or reset to bed view without editing the project; percentage supports keyboard activation.","{""disabledWhen"":null,""enclosingConditions"":[]}","src/ui/workspace/WorkspaceButtons.audit.test.tsx: viewport and preview individual outcomes Zoom in/out and both fit-to-bed entry points change only the view [Rendered control and real application state were exercised with disposable test state.]
src/ui/workspace/WorkspaceButtons.audit.test.tsx: viewport and preview individual outcomes Zoom in/out and both fit-to-bed entry points change only the view [Rendered control and real application state were exercised with disposable test state.]","Rendered control and real application state were exercised with disposable test state."
"src/ui/workspace/overlays.tsx:90:7","workspace","src/ui/workspace/overlays.tsx:90","Fit to selection","verified-behaviour","Zoom and pan to the actual selected artwork.","{""disabledWhen"":null,""enclosingConditions"":[]}","src/ui/workspace/WorkspaceButtons.audit.test.tsx: viewport and preview individual outcomes Fit to selection zooms to actual selected artwork [Rendered control and real application state were exercised with disposable test state.]
src/ui/workspace/WorkspaceButtons.audit.test.tsx: viewport and preview individual outcomes Fit to selection zooms to actual selected artwork [Rendered control and real application state were exercised with disposable test state.]","Rendered control and real application state were exercised with disposable test state."
"src/ui/workspace/overlays.tsx:99:7","workspace","src/ui/workspace/overlays.tsx:99","Fit to bed","verified-behaviour","Zoom in/out or reset to bed view without editing the project; percentage supports keyboard activation.","{""disabledWhen"":null,""enclosingConditions"":[]}","src/ui/workspace/WorkspaceButtons.audit.test.tsx: viewport and preview individual outcomes Zoom in/out and both fit-to-bed entry points change only the view [Rendered control and real application state were exercised with disposable test state.]
src/ui/workspace/WorkspaceButtons.audit.test.tsx: viewport and preview individual outcomes Zoom in/out and both fit-to-bed entry points change only the view [Rendered control and real application state were exercised with disposable test state.]","Rendered control and real application state were exercised with disposable test state."
"src/ui/workspace/overlays.tsx:116:5","workspace","src/ui/workspace/overlays.tsx:116","Show frame and job start markers","verified-behaviour","Toggle frame/job-start markers and persist the explicit choice.","{""disabledWhen"":null,""enclosingConditions"":[]}","src/ui/workspace/overlays.test.tsx: ZoomControls start marker toggle sits after Snap, defaults on, and persists the hidden state [Rendered control and real application state were exercised with disposable test state.]","Rendered control and real application state were exercised with disposable test state."
"src/ui/workspace/preview-overlays.tsx:111:9","workspace","src/ui/workspace/preview-overlays.tsx:111","Show traversal moves in Preview","verified-boundary","Toggle travel display, open the Preview tutorial, or request the 3D preview without modifying route data.","{""disabledWhen"":null,""enclosingConditions"":[]}","src/ui/workspace/WorkspaceButtons.audit.test.tsx: viewport and preview individual outcomes preview travel toggle, tutorial and 3D entry dispatch without changing the route [Real preview state and tutorial store; 3D opener is a callback boundary.]
src/ui/workspace/WorkspaceButtons.audit.test.tsx: viewport and preview individual outcomes preview travel toggle, tutorial and 3D entry dispatch without changing the route [Real preview state and tutorial store; 3D opener is a callback boundary.]","Real preview state and tutorial store; 3D opener is a callback boundary."
"src/ui/workspace/preview-overlays.tsx:158:7","workspace","src/ui/workspace/preview-overlays.tsx:158","Preview","verified-boundary","Toggle travel display, open the Preview tutorial, or request the 3D preview without modifying route data.","{""disabledWhen"":null,""enclosingConditions"":[]}","src/ui/workspace/WorkspaceButtons.audit.test.tsx: viewport and preview individual outcomes preview travel toggle, tutorial and 3D entry dispatch without changing the route [Real preview state and tutorial store; 3D opener is a callback boundary.]
src/ui/workspace/WorkspaceButtons.audit.test.tsx: viewport and preview individual outcomes preview travel toggle, tutorial and 3D entry dispatch without changing the route [Real preview state and tutorial store; 3D opener is a callback boundary.]","Real preview state and tutorial store; 3D opener is a callback boundary."
"src/ui/workspace/preview-overlays.tsx:161:9","workspace","src/ui/workspace/preview-overlays.tsx:161","Open 3D cut preview","verified-boundary","Toggle travel display, open the Preview tutorial, or request the 3D preview without modifying route data.","{""disabledWhen"":null,""enclosingConditions"":[""props.onOpen3D !== undefined""]}","src/ui/workspace/WorkspaceButtons.audit.test.tsx: viewport and preview individual outcomes preview travel toggle, tutorial and 3D entry dispatch without changing the route [Real preview state and tutorial store; 3D opener is a callback boundary.]
src/ui/workspace/WorkspaceButtons.audit.test.tsx: viewport and preview individual outcomes preview travel toggle, tutorial and 3D entry dispatch without changing the route [Real preview state and tutorial store; 3D opener is a callback boundary.]","Real preview state and tutorial store; 3D opener is a callback boundary."
"src/ui/workspace/preview-overlays.tsx:212:7","workspace","src/ui/workspace/preview-overlays.tsx:212","previewPlaying ? 'Pause route preview' : 'Play route preview'","verified-behaviour","Play/pause, restart and jump to previous/next passes using the actual route scrubber state.","{""disabledWhen"":""disabled"",""enclosingConditions"":[]}","src/ui/workspace/WorkspaceButtons.audit.test.tsx: viewport and preview individual outcomes Play, Pause, Restart and both pass buttons change the scrubber as labelled [Rendered control and real application state were exercised with disposable test state.]
src/ui/workspace/WorkspaceButtons.audit.test.tsx: viewport and preview individual outcomes Play, Pause, Restart and both pass buttons change the scrubber as labelled [Rendered control and real application state were exercised with disposable test state.]","Rendered control and real application state were exercised with disposable test state."
"src/ui/workspace/preview-overlays.tsx:239:7","workspace","src/ui/workspace/preview-overlays.tsx:239","Restart route preview","verified-behaviour","Play/pause, restart and jump to previous/next passes using the actual route scrubber state.","{""disabledWhen"":""disabled"",""enclosingConditions"":[]}","src/ui/workspace/WorkspaceButtons.audit.test.tsx: viewport and preview individual outcomes Play, Pause, Restart and both pass buttons change the scrubber as labelled [Rendered control and real application state were exercised with disposable test state.]
src/ui/workspace/WorkspaceButtons.audit.test.tsx: viewport and preview individual outcomes Play, Pause, Restart and both pass buttons change the scrubber as labelled [Rendered control and real application state were exercised with disposable test state.]","Rendered control and real application state were exercised with disposable test state."
"src/ui/workspace/preview-overlays.tsx:289:7","workspace","src/ui/workspace/preview-overlays.tsx:289","Jump to previous pass","verified-behaviour","Play/pause, restart and jump to previous/next passes using the actual route scrubber state.","{""disabledWhen"":""props.disabled || prev === undefined"",""enclosingConditions"":[]}","src/ui/workspace/WorkspaceButtons.audit.test.tsx: viewport and preview individual outcomes Play, Pause, Restart and both pass buttons change the scrubber as labelled [Rendered control and real application state were exercised with disposable test state.]
src/ui/workspace/WorkspaceButtons.audit.test.tsx: viewport and preview individual outcomes Play, Pause, Restart and both pass buttons change the scrubber as labelled [Rendered control and real application state were exercised with disposable test state.]","Rendered control and real application state were exercised with disposable test state."
"src/ui/workspace/preview-overlays.tsx:302:7","workspace","src/ui/workspace/preview-overlays.tsx:302","Jump to next pass","verified-behaviour","Play/pause, restart and jump to previous/next passes using the actual route scrubber state.","{""disabledWhen"":""props.disabled || next === undefined"",""enclosingConditions"":[]}","src/ui/workspace/WorkspaceButtons.audit.test.tsx: viewport and preview individual outcomes Play, Pause, Restart and both pass buttons change the scrubber as labelled [Rendered control and real application state were exercised with disposable test state.]
src/ui/workspace/WorkspaceButtons.audit.test.tsx: viewport and preview individual outcomes Play, Pause, Restart and both pass buttons change the scrubber as labelled [Rendered control and real application state were exercised with disposable test state.]","Rendered control and real application state were exercised with disposable test state."
"src/ui/calibration/IntervalTestDialog.tsx:90:9","calibration","src/ui/calibration/IntervalTestDialog.tsx:90","Cancel","verified-boundary","Cancel this dialog without generating a calibration job.","{""disabledWhen"":null,""enclosingConditions"":[],""scope"":""Current UI component; controller-specific runtime checks remain in the action/store.""}","src/ui/laser/MachineDialogControls.audit.test.tsx: Machine dialog control audit interval Cancel calls only cancellation without generating a job [Rendered control and callback arguments verified at the named component boundary; downstream effects are not established by this case. No physical controller or material run.]","Rendered control and callback arguments verified at the named component boundary; downstream effects are not established by this case. No physical controller or material run."
"src/ui/calibration/IntervalTestDialog.tsx:91:9","calibration","src/ui/calibration/IntervalTestDialog.tsx:91","Generate","verified-boundary","Validate the draft and return parsed calibration options through Generate.","{""disabledWhen"":""issues.length > 0"",""enclosingConditions"":[],""scope"":""Current UI component; controller-specific runtime checks remain in the action/store.""}","src/ui/calibration/IntervalTestDialog.test.tsx: IntervalTestDialog renders interval controls and generates parsed options [Rendered control and callback arguments verified at the named component boundary; downstream effects are not established by this case. No physical controller or material run.]","Rendered control and callback arguments verified at the named component boundary; downstream effects are not established by this case. No physical controller or material run."
"src/ui/calibration/MaterialTestDialog.tsx:97:9","calibration","src/ui/calibration/MaterialTestDialog.tsx:97","Cancel","verified-boundary","Cancel this dialog without generating a calibration job.","{""disabledWhen"":null,""enclosingConditions"":[],""scope"":""Current UI component; controller-specific runtime checks remain in the action/store.""}","src/ui/laser/MachineDialogControls.audit.test.tsx: Machine dialog control audit material Cancel calls only cancellation without generating a job [Rendered control and callback arguments verified at the named component boundary; downstream effects are not established by this case. No physical controller or material run.]","Rendered control and callback arguments verified at the named component boundary; downstream effects are not established by this case. No physical controller or material run."
"src/ui/calibration/MaterialTestDialog.tsx:98:9","calibration","src/ui/calibration/MaterialTestDialog.tsx:98","Generate","verified-boundary","Validate the draft and return parsed calibration options through Generate.","{""disabledWhen"":""issues.length > 0"",""enclosingConditions"":[],""scope"":""Current UI component; controller-specific runtime checks remain in the action/store.""}","src/ui/calibration/MaterialTestDialog.test.tsx: MaterialTestDialog renders grid controls and generates parsed options [Rendered control and callback arguments verified at the named component boundary; downstream effects are not established by this case. No physical controller or material run.]","Rendered control and callback arguments verified at the named component boundary; downstream effects are not established by this case. No physical controller or material run."
"src/ui/calibration/ScanOffsetCalibrationDialog.tsx:92:9","calibration","src/ui/calibration/ScanOffsetCalibrationDialog.tsx:92","Cancel","verified-boundary","Cancel this dialog without generating a calibration job.","{""disabledWhen"":null,""enclosingConditions"":[],""scope"":""Current UI component; controller-specific runtime checks remain in the action/store.""}","src/ui/laser/MachineDialogControls.audit.test.tsx: Machine dialog control audit scan offset Cancel calls only cancellation without generating a job [Rendered control and callback arguments verified at the named component boundary; downstream effects are not established by this case. No physical controller or material run.]","Rendered control and callback arguments verified at the named component boundary; downstream effects are not established by this case. No physical controller or material run."
"src/ui/calibration/ScanOffsetCalibrationDialog.tsx:93:9","calibration","src/ui/calibration/ScanOffsetCalibrationDialog.tsx:93","{mode === 'baseline' ? 'Generate uncorrected baseline' : 'Generate verification coupon'}","verified-boundary","Generate the selected baseline or profile-corrected verification coupon.","{""disabledWhen"":null,""enclosingConditions"":[],""scope"":""Current UI component; controller-specific runtime checks remain in the action/store.""}","src/ui/calibration/ScanOffsetCalibrationDialog.test.tsx: ScanOffsetCalibrationDialog renders scan-offset controls and generates parsed options [Rendered control and callback arguments verified at the named component boundary; downstream effects are not established by this case. No physical controller or material run.]
src/ui/calibration/ScanOffsetCalibrationDialog.test.tsx: ScanOffsetCalibrationDialog generates a profile-corrected verification coupon when offsets exist [Rendered control and callback arguments verified at the named component boundary; downstream effects are not established by this case. No physical controller or material run.]","Rendered control and callback arguments verified at the named component boundary; downstream effects are not established by this case. No physical controller or material run."
"src/ui/laser/AccessoryResetControls.tsx:31:7","laser","src/ui/laser/AccessoryResetControls.tsx:31","{busy ? 'Stopping…' : 'Stop spindle & coolant'}","verified-boundary","Confirm tool clearance, then request one M5/M9 accessory-off block.","{""disabledWhen"":""busy || disabled"",""enclosingConditions"":[],""scope"":""Current UI component; controller-specific runtime checks remain in the action/store.""}","src/ui/laser/JobControls.idle-accessories.test.tsx: idle CNC accessory recovery shows reported active accessories and sends one acknowledged M5 M9 block [Rendered click to mocked console sender, exact block asserted; declined confirmation also tested.]","Rendered click to mocked console sender, exact block asserted; declined confirmation also tested."
"src/ui/laser/AutofocusEditor.tsx:40:11","laser","src/ui/laser/AutofocusEditor.tsx:40","Use {p.label}","verified-boundary","Apply the selected single-line autofocus preset to the draft.","{""disabledWhen"":null,""enclosingConditions"":[],""scope"":""Current UI component; controller-specific runtime checks remain in the action/store.""}","src/ui/laser/AutofocusEditor.test.tsx: AutofocusEditor offers only presets that the single-line autofocus runner can execute [Rendered control and callback arguments verified at the named component boundary; downstream effects are not established by this case. No physical controller or material run.]","Rendered control and callback arguments verified at the named component boundary; downstream effects are not established by this case. No physical controller or material run."
"src/ui/laser/CheckpointResumeBanner.tsx:44:9","laser","src/ui/laser/CheckpointResumeBanner.tsx:44","Interrupted job saved {' '} · {capsule.artifact.machineKind === 'cnc' ? 'router' : 'laser'} · {capsule.ackedLines} {' '} of {capsule.sendableLines} lines acknowledged","verified-behaviour","Expand and collapse this named section; preserve the surrounding project and setup state.","{""disabledWhen"":null,""enclosingConditions"":[],""scope"":""Current UI component; controller-specific runtime checks remain in the action/store.""}","src/ui/laser/CheckpointResumeBanner.test.tsx: CheckpointResumeBanner audit recovery disclosure opens and closes without changing its saved capsule [Rendered interaction asserts the real component UI state. The case does not establish any downstream machine or external service effect.]","Rendered interaction asserts the real component UI state. The case does not establish any downstream machine or external service effect."
"src/ui/laser/CheckpointResumeBanner.tsx:140:7","laser","src/ui/laser/CheckpointResumeBanner.tsx:140","{props.capsule.artifact.machineKind === 'cnc' ? 'Review supervised recovery' : 'Review recovery'}","verified-behaviour","Open recovery review without mutating the saved capsule, project or machine state.","{""disabledWhen"":""props.disabled || props.claimActive"",""enclosingConditions"":[],""scope"":""Current UI component; controller-specific runtime checks remain in the action/store.""}","src/ui/laser/CheckpointResumeBanner.test.tsx: CheckpointResumeBanner opens and closes review without mutating the repository or either live store [Rendered clicks assert real local project/UI-store mutations or saved local data. No controller, hardware, or material qualification.]","Rendered clicks assert real local project/UI-store mutations or saved local data. No controller, hardware, or material qualification."
"src/ui/laser/CheckpointResumeBanner.tsx:150:7","laser","src/ui/laser/CheckpointResumeBanner.tsx:150","Discard","verified-behaviour","Delete only the confirmed recovery capsule.","{""disabledWhen"":""props.disabled"",""enclosingConditions"":[],""scope"":""Current UI component; controller-specific runtime checks remain in the action/store.""}","src/ui/laser/CheckpointResumeBanner.test.tsx: CheckpointResumeBanner discards only the selected recovery capsule after confirmation [Rendered clicks assert real local project/UI-store mutations or saved local data. No controller, hardware, or material qualification.]","Rendered clicks assert real local project/UI-store mutations or saved local data. No controller, hardware, or material qualification."
"src/ui/laser/CncPassRecoveryChecklist.tsx:46:11","laser","src/ui/laser/CncPassRecoveryChecklist.tsx:46","Keep the controller's retained position — available only with session-continuity evidence.","verified-boundary","Carry explicit retained-position selection into the reviewed recovery request.","{""disabledWhen"":""props.retainedPositionIssue !== null"",""enclosingConditions"":[],""scope"":""Current UI component; controller-specific runtime checks remain in the action/store.""}","src/ui/laser/CncPassRecoveryWizard.test.tsx: CncPassRecoveryWizard offers retained position only with session-continuity evidence [Evidence/availability is tested; physical retained position not qualified.]
src/ui/laser/CncPassRecoveryWizard.test.tsx: CncPassRecoveryWizard audit retained position radio is carried into the explicitly started pass review [Rendered radio and mocked recovery request; real retained-position reliability is not physically qualified.]","Rendered radio and mocked recovery request; real retained-position reliability is not physically qualified."
"src/ui/laser/CncPassRecoveryChecklist.tsx:63:11","laser","src/ui/laser/CncPassRecoveryChecklist.tsx:63","Position was re-established by hand before recovery.","verified-boundary","Record explicit physical confirmations and selected re-zeroed position for the reviewed recovery request.","{""disabledWhen"":null,""enclosingConditions"":[],""scope"":""Current UI component; controller-specific runtime checks remain in the action/store.""}","src/ui/laser/CncPassRecoveryWizard.test.tsx: CncPassRecoveryWizard starts the flow with the completed review and closes on success [Checkbox/radio UI assertions and mocked recovery flow; physical confirmations themselves are operator attestations.]","Checkbox/radio UI assertions and mocked recovery flow; physical confirmations themselves are operator attestations."
"src/ui/laser/CncPassRecoveryChecklist.tsx:84:7","laser","src/ui/laser/CncPassRecoveryChecklist.tsx:84","props.label","verified-boundary","Record explicit physical confirmations and selected re-zeroed position for the reviewed recovery request.","{""disabledWhen"":null,""enclosingConditions"":[],""scope"":""Current UI component; controller-specific runtime checks remain in the action/store.""}","src/ui/laser/CncPassRecoveryWizard.test.tsx: CncPassRecoveryWizard starts the flow with the completed review and closes on success [Checkbox/radio UI assertions and mocked recovery flow; physical confirmations themselves are operator attestations.]","Checkbox/radio UI assertions and mocked recovery flow; physical confirmations themselves are operator attestations."
"src/ui/laser/CncPassRecoveryWizard.tsx:112:7","laser","src/ui/laser/CncPassRecoveryWizard.tsx:112","Close","verified-boundary","Close a ready recovery review without dispatching motion.","{""disabledWhen"":""props.starting"",""enclosingConditions"":[],""scope"":""Current UI component; controller-specific runtime checks remain in the action/store.""}","src/ui/laser/CncPassRecoveryWizard.test.tsx: CncPassRecoveryWizard audit Close exits a ready pass review without dispatching recovery [Rendered control and callback arguments verified at the named component boundary; downstream effects are not established by this case. No physical controller or material run.]","Rendered control and callback arguments verified at the named component boundary; downstream effects are not established by this case. No physical controller or material run."
"src/ui/laser/CncPassRecoveryWizard.tsx:120:7","laser","src/ui/laser/CncPassRecoveryWizard.tsx:120","Advanced: mid-pass runway…","verified-behaviour","Open the advanced supervised runway recovery wizard.","{""disabledWhen"":""props.starting"",""enclosingConditions"":[],""scope"":""Current UI component; controller-specific runtime checks remain in the action/store.""}","src/ui/laser/CncPassRecoveryWizard.test.tsx: CncPassRecoveryWizard opens the advanced runway wizard on request [Real advanced recovery dialog opens in response to the button; no recovery dispatcher or hardware is started.]","Real advanced recovery dialog opens in response to the button; no recovery dispatcher or hardware is started."
"src/ui/laser/CncPassRecoveryWizard.tsx:128:7","laser","src/ui/laser/CncPassRecoveryWizard.tsx:128","{props.starting ? 'Starting recovery…' : 'Start pass recovery'}","verified-boundary","Start the reviewed pass recovery once and close on success.","{""disabledWhen"":""!props.canStart"",""enclosingConditions"":[],""scope"":""Current UI component; controller-specific runtime checks remain in the action/store.""}","src/ui/laser/CncPassRecoveryWizard.test.tsx: CncPassRecoveryWizard starts the flow with the completed review and closes on success [Rendered control and callback arguments verified at the named component boundary; downstream effects are not established by this case. No physical controller or material run.]","Rendered control and callback arguments verified at the named component boundary; downstream effects are not established by this case. No physical controller or material run."
"src/ui/laser/CncRecoveryPreviewWizard.tsx:125:7","laser","src/ui/laser/CncRecoveryPreviewWizard.tsx:125","Close","verified-boundary","Return to the previous review step or close ready recovery without starting.","{""disabledWhen"":""props.starting"",""enclosingConditions"":[],""scope"":""Current UI component; controller-specific runtime checks remain in the action/store.""}","src/ui/laser/CncRecoveryPreviewWizard.test.tsx: CncRecoveryPreviewWizard blocks duplicate Start, Close, Escape, and Back while startup is in flight [Boundary verified during startup; independent ready-state Close tracked separately.]
src/ui/laser/CncRecoveryPreviewWizard.test.tsx: CncRecoveryPreviewWizard audit Back returns to evidence and Close exits ready review without starting recovery [Rendered control and callback arguments verified at the named component boundary; downstream effects are not established by this case. No physical controller or material run.]","Rendered control and callback arguments verified at the named component boundary; downstream effects are not established by this case. No physical controller or material run."
